AECGRegion,AgeID,ASGSRemoteness,Average of Average of Latitude,Average of Average of Longitude,Average of Average of PostCode,Day,Day_4,DistanceEducation,District,Electorate,EnglishCentre,Fax,FederalElectorate,ICSEA_Value,indigenous_pct,LateOpeningSchool,lbote_pct,lga,LocalHealthDistrict,Month,Month_3,OperationalDirectorate,OpportunityClass,Phone,Preschool,PrincipalNetwork,Quarter,Quarter_2,SchoolCode,SchoolEmail,SchoolGender,SchoolLevel,SchoolName,SchoolSpecialtyType,SchoolSubtype,SelectiveSchool,Street,StudentNumber,Suburb,SupportClasses,Year,Year_1
Metropolitan West,1,Major Cities of Australia,-33.794217,150.786794,2759.00,3,9,No,Western Sydney & Nepean Blue Mountains,Mulgoa,No,9834 3867,McMahon,938,7,No,33,Penrith (C),Nepean Blue Mountains,July,January,Macquarie Park,No,9670 6700,No,Penrith,Qtr 3,Qtr 1,1,stclair-h.school@det.nsw.edu.au,Co-Ed,Secondary School,St Clair High School,Comprehensive,Year 7 to Year 12,Not Selective,6 Endeavour Avenue,756.8,St Clair,"",2017,1984
Metropolitan West,1,Major Cities of Australia,-33.793717,150.773098,2759.00,3,1,No,Western Sydney & Nepean Blue Mountains,Mulgoa,No,9834 3868,McMahon,952,6,No,30,Penrith (C),Nepean Blue Mountains,July,January,Macquarie Park,No,9670 6506,No,Penrith,Qtr 3,Qtr 1,1,banks-p.school@det.nsw.edu.au,Co-Ed,Primary School,Banks Public School,Comprehensive,Kinder to Year 6,Not Selective,182 Banks Drive,355,St Clair,"",2017,1986
Metropolitan West,1,Major Cities of Australia,-33.796329,150.799228,2759.00,3,1,No,Western Sydney & Nepean Blue Mountains,Mulgoa,No,9834 3869,McMahon,974,7,No,26,Penrith (C),Nepean Blue Mountains,July,January,Macquarie Park,No,9670 1408,No,Penrith,Qtr 3,Qtr 1,1,clairgate-p.school@det.nsw.edu.au,Co-Ed,Primary School,Clairgate Public School,Comprehensive,Kinder to Year 6,Not Selective,Colorado Drive,403,St Clair,"",2017,1981
Metropolitan West,1,Major Cities of Australia,-33.806328,150.783052,2759.00,3,1,No,Western Sydney & Nepean Blue Mountains,Mulgoa,No,9834 4368,McMahon,980,5,No,22,Penrith (C),Nepean Blue Mountains,July,January,Macquarie Park,No,9670 5080,No,Penrith,Qtr 3,Qtr 1,1,blackwell-p.school@det.nsw.edu.au,Co-Ed,Primary School,Blackwell Public School,Comprehensive,Kinder to Year 6,Not Selective,Blackwell Ave,611,St Clair,"",2017,1985
Metropolitan West,1,Major Cities of Australia,-33.796324,150.786899,2759.00,3,1,No,Western Sydney & Nepean Blue Mountains,Mulgoa,No,9834 4369,McMahon,957,7,No,38,Penrith (C),Nepean Blue Mountains,July,January,Macquarie Park,No,9670 1966,No,Penrith,Qtr 3,Qtr 1,1,stclair-p.school@det.nsw.edu.au,Co-Ed,Primary School,St Clair Public School,Comprehensive,Kinder to Year 6,Not Selective,4 Timesweep Drive,275,St Clair,"",2017,1981
Metropolitan West,1,Major Cities of Australia,-33.817144,151.05818,2115.00,3,1,No,Western Sydney & Nepean Blue Mountains,Parramatta,No,9638 0191,Bennelong,1019,5,No,42,Parramatta (C),Western Sydney,July,January,Macquarie Park,No,9638 2250,Yes,Parramatta,Qtr 3,Qtr 1,1,rydalmeree-p.school@det.nsw.edu.au,Co-Ed,Primary School,Rydalmere East Public School,Comprehensive,Kinder to Year 6,Not Selective,Spurway St,172,Ermington,"",2017,1955
Metropolitan West,1,Major Cities of Australia,-33.797032,151.04364,2117.00,3,9,No,Western Sydney & Nepean Blue Mountains,Parramatta,No,9638 0197,Parramatta,921,np,No,53,Parramatta (C),Western Sydney,July,January,Macquarie Park,No,9638 1296,No,Parramatta,Qtr 3,Qtr 1,1,telopea-p.school@det.nsw.edu.au,Co-Ed,Primary School,Telopea Public School,Comprehensive,Kinder to Year 6,Not Selective,Chestnut Avenue,59,Telopea,"",2017,1956
Metropolitan West,1,Major Cities of Australia,-33.804424,151.036399,2117.00,3,1,No,Western Sydney & Nepean Blue Mountains,Parramatta,No,9638 0983,Parramatta,1067,np,No,61,Parramatta (C),Western Sydney,July,January,Macquarie Park,No,9638 2813,No,Parramatta,Qtr 3,Qtr 1,1,dundas-p.school@det.nsw.edu.au,Co-Ed,Primary School,Dundas Public School,Comprehensive,Kinder to Year 6,Not Selective,85 Kissing Point Road,399,Dundas,"",2017,1951
Metropolitan West,1,Major Cities of Australia,-33.806081,151.017766,2150.00,3,1,No,Western Sydney & Nepean Blue Mountains,Parramatta,No,9683 5942,Parramatta,1078,np,No,81,Parramatta (C),Western Sydney,July,January,Macquarie Park,No,9630 2127,No,Parramatta,Qtr 3,Qtr 1,1,parramatte-p.school@det.nsw.edu.au,Co-Ed,Primary School,Parramatta East Public School,Comprehensive,Kinder to Year 6,Not Selective,Brabyn St,409,Parramatta,"",2017,1949
Metropolitan West,1,Major Cities of Australia,-33.81571,151.007732,2150.00,3,1,No,Western Sydney & Nepean Blue Mountains,Parramatta,No,9687 1107,Parramatta,1108,0,No,96,Parramatta (C),Western Sydney,July,September,Macquarie Park,No,9635 4397,No,Parramatta,Qtr 3,Qtr 3,1,parramatta-p.school@det.nsw.edu.au,Co-Ed,Primary School,Parramatta Public School,Comprehensive,Kinder to Year 6,Not Selective,177 Macquarie Street,811,Parramatta,"",2017,1873
Metropolitan West,1,Major Cities of Australia,-33.817883,150.996083,2150.00,3,1,No,Western Sydney & Nepean Blue Mountains,Parramatta,No,9687 1139,Parramatta,1032,1,No,91,Parramatta (C),Western Sydney,July,January,Macquarie Park,No,9635 8644,No,Parramatta,Qtr 3,Qtr 1,1,parramatta-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Parramatta High School,Comprehensive,Year 7 to Year 12,Partially Selective,Great Western Hwy & Pitt St,863.6,Parramatta,"",2017,1913
Metropolitan West,1,Major Cities of Australia,-33.816386,151.007364,2150.00,3,1,No,Western Sydney & Nepean Blue Mountains,Parramatta,No,9687 1149,Parramatta,949,1,No,91,Parramatta (C),Western Sydney,July,January,Macquarie Park,No,9635 8638,No,Parramatta,Qtr 3,Qtr 1,1,arthurphil-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Arthur Phillip High School,Comprehensive,Year 7 to Year 12,Not Selective,Cnr Macquarie & Smith Sts,1371,Parramatta,"",2017,1958
Metropolitan West,1,Major Cities of Australia,-33.817205,151.010682,2150.00,3,5,No,Western Sydney & Nepean Blue Mountains,Parramatta,No,9687 1430,Parramatta,,15,No,44,Parramatta (C),Western Sydney,July,January,Macquarie Park,No,9635 6363,No,Parramatta,Qtr 3,Qtr 1,1,rowlandhas-s.school@det.nsw.edu.au,Co-Ed,Schools for Specific Purposes,Rowland Hassall School,Comprehensive,Medium / High Support needs,Not Selective,Cnr Hassall & Harris Sts,52,Parramatta,"",2017,1955
Metropolitan West,1,Major Cities of Australia,-33.795608,151.058398,2117.00,3,1,No,Western Sydney & Nepean Blue Mountains,Parramatta,No,9804 6260,Parramatta,997,8,No,53,Parramatta (C),Western Sydney,July,January,Macquarie Park,No,9874 6302,Yes,Parramatta,Qtr 3,Qtr 1,1,yatesave-p.school@det.nsw.edu.au,Co-Ed,Primary School,Yates Avenue Public School,Comprehensive,Kinder to Year 6,Not Selective,Yates Ave,157,Dundas Valley,"",2017,1958
Metropolitan West,1,Major Cities of Australia,-33.780624,151.043204,2118.00,3,1,No,Western Sydney & Nepean Blue Mountains,Parramatta,No,9871 3874,Parramatta,1262,0,No,97,The Hills Shire (A),Western Sydney,July,January,Macquarie Park,No,9871 7126,No,Parramatta,Qtr 3,Qtr 1,1,jamesruse-h.school@det.nsw.edu.au,Co-Ed,Secondary School,James Ruse Agricultural High School,Agricultural,Year 7 to Year 12,Fully Selective,Felton Rd,842.7,Carlingford,"",2017,1962
Metropolitan West,1,Major Cities of Australia,-33.78237,151.03717,2118.00,3,1,No,Western Sydney & Nepean Blue Mountains,Parramatta,No,9872 2081,Parramatta,1142,np,No,92,The Hills Shire (A),Western Sydney,July,January,Macquarie Park,No,9871 7187,No,Parramatta,Qtr 3,Qtr 1,1,carlingfow-p.school@det.nsw.edu.au,Co-Ed,Primary School,Carlingford West Public School,Comprehensive,Kinder to Year 6,Not Selective,Felton Rd,1050,Carlingford,"",2017,1967
Metropolitan West,1,Major Cities of Australia,-33.785205,151.036898,2118.00,3,1,No,Western Sydney & Nepean Blue Mountains,Parramatta,No,9872 5381,Parramatta,1016,2,No,73,The Hills Shire (A),Western Sydney,July,January,Macquarie Park,No,9871 7718,No,Parramatta,Qtr 3,Qtr 1,1,cumberland-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Cumberland High School,Comprehensive,Year 7 to Year 12,Not Selective,183 Pennant Hills Road,654,Carlingford,"",2017,1962
Metropolitan West,1,Major Cities of Australia,-33.803951,151.004694,2151.00,3,1,No,Western Sydney & Nepean Blue Mountains,Parramatta,No,9890 1094,Parramatta,1031,np,No,82,Parramatta (C),Western Sydney,July,January,Macquarie Park,No,9630 1768,No,Parramatta,Qtr 3,Qtr 1,1,parramattn-p.school@det.nsw.edu.au,Co-Ed,Primary School,Parramatta North Public School,Comprehensive,Kinder to Year 6,Not Selective,Albert St,361,North Parramatta,"",2017,1852
Metropolitan West,1,Major Cities of Australia,-33.79258,151.018316,2151.00,3,4,No,Western Sydney & Nepean Blue Mountains,Parramatta,No,9890 1876,Parramatta,1128,3,No,58,The Hills Shire (A),Western Sydney,July,January,Macquarie Park,No,9630 1422,No,Parramatta,Qtr 3,Qtr 1,1,burnside-p.school@det.nsw.edu.au,Co-Ed,Primary School,Burnside Public School,Comprehensive,Kinder to Year 6,Not Selective,1 Masons Drive,236,North Parramatta,"",2017,1922
Metropolitan West,1,Major Cities of Australia,-33.800088,151.023521,2117.00,3,1,No,Western Sydney & Nepean Blue Mountains,Parramatta,No,9890 1914,Parramatta,1073,0,No,64,Parramatta (C),Western Sydney,July,January,Macquarie Park,No,9630 3486,No,Parramatta,Qtr 3,Qtr 1,1,oatlands-p.school@det.nsw.edu.au,Co-Ed,Primary School,Oatlands Public School,Comprehensive,Kinder to Year 6,Not Selective,Belmore St East,182,Oatlands,"",2017,1957
Metropolitan West,1,Major Cities of Australia,-33.813086,151.012499,2150.00,3,1,No,Western Sydney & Nepean Blue Mountains,Parramatta,No,9890 1992,Parramatta,1029,np,No,91,Parramatta (C),Western Sydney,July,January,Macquarie Park,No,9683 1866,No,Parramatta,Qtr 3,Qtr 1,1,macarthurg-h.school@det.nsw.edu.au,Girls,Secondary School,Macarthur Girls High School,Comprehensive,Year 7 to Year 12,Not Selective,1-19 Macarthur Street,1023,Parramatta,"",2017,1930
Metropolitan West,1,Major Cities of Australia,-33.824229,151.018376,2142.00,3,1,No,Western Sydney & Nepean Blue Mountains,Parramatta,No,9897 3367,Parramatta,1055,np,No,91,Parramatta (C),Western Sydney,July,January,Macquarie Park,No,9637 2202,Yes,Parramatta,Qtr 3,Qtr 1,1,rosehill-p.school@det.nsw.edu.au,Co-Ed,Primary School,Rosehill Public School,Comprehensive,Kinder to Year 6,Not Selective,Prospect St,630,Rosehill,"",2017,1956
Metropolitan West,1,Major Cities of Australia,-33.814317,151.044705,2116.00,3,1,No,Western Sydney & Nepean Blue Mountains,Parramatta,No,9898 0161,Parramatta,977,np,No,52,Parramatta (C),Western Sydney,July,January,Macquarie Park,No,9638 1568,Yes,Parramatta,Qtr 3,Qtr 1,1,rydalmere-p.school@det.nsw.edu.au,Co-Ed,Primary School,Rydalmere Public School,Comprehensive,Kinder to Year 6,Not Selective,397 Victoria Road,114,Rydalmere,"",2017,1891
Metropolitan West,1,Major Cities of Australia,-33.741191,150.711457,2750.00,3,1,No,Western Sydney & Nepean Blue Mountains,Penrith,No,4721 0904,Lindsay,839,41,No,14,Penrith (C),Nepean Blue Mountains,July,January,Macquarie Park,No,4721 4414,Yes,Penrith,Qtr 3,Qtr 1,1,kingswoopk-p.school@det.nsw.edu.au,Co-Ed,Primary School,Kingswood Park Public School,Comprehensive,Kinder to Year 6,Not Selective,Caloola Ave,145,Penrith,"",2017,1967
Metropolitan West,1,Major Cities of Australia,-33.775335,150.698118,2750.00,3,1,No,Western Sydney & Nepean Blue Mountains,Penrith,No,4721 2502,Lindsay,970,7,No,16,Penrith (C),Nepean Blue Mountains,July,January,Macquarie Park,No,4731 6150,No,Blue Mountains,Qtr 3,Qtr 1,1,jamison-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Jamison High School,Comprehensive,Year 7 to Year 12,Not Selective,222 Evans St,997.6,South Penrith,"",2017,1982
Metropolitan West,1,Major Cities of Australia,-33.756721,150.706537,2750.00,3,1,No,Western Sydney & Nepean Blue Mountains,Penrith,No,4721 2722,Lindsay,1172,np,No,83,Penrith (C),Nepean Blue Mountains,July,January,Macquarie Park,No,4721 2674,No,Penrith,Qtr 3,Qtr 1,1,penrith-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Penrith High School,Comprehensive,Year 7 to Year 12,Fully Selective,High St,949.6,Penrith,"",2017,1950
Metropolitan West,1,Major Cities of Australia,-33.755926,150.70439,2750.00,3,1,No,Western Sydney & Nepean Blue Mountains,Penrith,No,4721 3466,Lindsay,959,10,No,37,Penrith (C),Nepean Blue Mountains,July,May,Macquarie Park,No,4721 2158,No,Penrith,Qtr 3,Qtr 2,1,penrith-p.school@det.nsw.edu.au,Co-Ed,Primary School,Penrith Public School,Comprehensive,Kinder to Year 6,Not Selective,51 High St,391,Penrith,"",2017,1865
Metropolitan West,1,Major Cities of Australia,-33.777111,150.698124,2750.00,3,1,No,Western Sydney & Nepean Blue Mountains,Penrith,No,4721 7522,Lindsay,969,7,No,10,Penrith (C),Nepean Blue Mountains,July,January,Macquarie Park,No,4731 6577,No,Blue Mountains,Qtr 3,Qtr 1,1,york-p.school@det.nsw.edu.au,Co-Ed,Primary School,York Public School,Comprehensive,Kinder to Year 6,Not Selective,Evan St,578,South Penrith,"",2017,1976
Metropolitan West,1,Major Cities of Australia,-33.722492,150.708382,2749.00,3,1,No,Western Sydney & Nepean Blue Mountains,Penrith,No,4729 1343,Lindsay,861,23,No,11,Penrith (C),Nepean Blue Mountains,July,January,Macquarie Park,No,4729 0625,No,Penrith,Qtr 3,Qtr 1,1,braddock-p.school@det.nsw.edu.au,Co-Ed,Primary School,Braddock Public School,Comprehensive,Kinder to Year 6,Not Selective,Laycock St,227,Cranebrook,"",2017,1981
Metropolitan West,1,Major Cities of Australia,-33.721662,150.709812,2749.00,3,1,No,Western Sydney & Nepean Blue Mountains,Penrith,No,4729 1384,Lindsay,918,17,No,9,Penrith (C),Nepean Blue Mountains,July,January,Macquarie Park,No,4729 0777,No,Penrith,Qtr 3,Qtr 1,1,cranebrook-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Cranebrook High School,Comprehensive,Year 7 to Year 12,Not Selective,Hosking Street,713.8,Cranebrook,"",2017,1987
Metropolitan West,1,Major Cities of Australia,-33.737224,150.722008,2747.00,3,1,No,Western Sydney & Nepean Blue Mountains,Penrith,No,4729 1385,Lindsay,960,10,No,13,Penrith (C),Nepean Blue Mountains,July,January,Macquarie Park,No,4730 1201,No,Penrith,Qtr 3,Qtr 1,1,cambridgeg-p.school@det.nsw.edu.au,Co-Ed,Primary School,Cambridge Gardens Public School,Comprehensive,Kinder to Year 6,Not Selective,Trinity Drive,374,Cambridge Park,"",2017,1978
Metropolitan West,1,Major Cities of Australia,-33.713307,150.708745,2749.00,3,1,No,Western Sydney & Nepean Blue Mountains,Penrith,No,4729 1386,Lindsay,967,12,No,8,Penrith (C),Nepean Blue Mountains,July,January,Macquarie Park,No,4730 2888,No,Penrith,Qtr 3,Qtr 1,1,samuelterr-p.school@det.nsw.edu.au,Co-Ed,Primary School,Samuel Terry Public School,Comprehensive,Kinder to Year 6,Not Selective,93-107 Grays Lane,511,Cranebrook,"",2017,1985
Metropolitan West,1,Major Cities of Australia,-33.728553,150.686511,2749.00,3,8,No,Western Sydney & Nepean Blue Mountains,Penrith,No,4730 3662,Lindsay,,"",No,"",Penrith (C),Nepean Blue Mountains,July,May,Macquarie Park,No,4730 3630,No,Hawkesbury,Qtr 3,Qtr 2,1,penritlake-e.school@det.nsw.edu.au,Co-Ed,Environmental Education Centre,Penrith Lakes Environmental Education Centre,Comprehensive,Environmental Education Centre (formerly Field Studies Centres),Not Selective,89-151 Old Castlereagh Road,,Castlereagh,"",2017,1996
Metropolitan West,1,Major Cities of Australia,-33.70473,150.709665,2749.00,3,2,No,Western Sydney & Nepean Blue Mountains,Penrith,No,4730 4160,Lindsay,997,4,No,19,Penrith (C),Nepean Blue Mountains,July,March,Macquarie Park,No,4730 4136,No,Penrith,Qtr 3,Qtr 1,1,henryfulto-p.school@det.nsw.edu.au,Co-Ed,Primary School,Henry Fulton Public School,Comprehensive,Kinder to Year 6,Not Selective,Vincent Road,362,Cranebrook,"",2017,1997
Metropolitan West,1,Major Cities of Australia,-33.763901,150.700637,2750.00,3,1,No,Western Sydney & Nepean Blue Mountains,Penrith,No,4731 1011,Lindsay,966,9,No,18,Penrith (C),Nepean Blue Mountains,July,January,Macquarie Park,No,4721 3160,No,Penrith,Qtr 3,Qtr 1,1,penrithsth-p.school@det.nsw.edu.au,Co-Ed,Primary School,Penrith South Public School,Comprehensive,Kinder to Year 6,Not Selective,172-190 Jamison Rd,480,Penrith,"",2017,1959
Metropolitan West,1,Major Cities of Australia,-33.77306,150.683083,2750.00,3,1,No,Western Sydney & Nepean Blue Mountains,Penrith,No,4733 1555,Lindsay,988,6,No,10,Penrith (C),Nepean Blue Mountains,July,January,Macquarie Park,No,4733 2200,No,Blue Mountains,Qtr 3,Qtr 1,1,jamisonton-p.school@det.nsw.edu.au,Co-Ed,Primary School,Jamisontown Public School,Comprehensive,Kinder to Year 6,Not Selective,Thurwood Ave,356,South Penrith,"",2017,1982
Metropolitan West,1,Major Cities of Australia,-33.747745,150.668882,2750.00,3,1,No,Western Sydney & Nepean Blue Mountains,Penrith,No,4735 6141,Lindsay,989,5,No,13,Penrith (C),Nepean Blue Mountains,July,January,Macquarie Park,No,4728 7200,No,Blue Mountains,Qtr 3,Qtr 1,1,nepean-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Nepean Creative And Performing Arts High School,Performing Arts,Year 7 to Year 12,Not Selective,Great Western Hwy,1065.3,Emu Plains,"",2017,1963
Metropolitan West,1,Major Cities of Australia,-33.76432,150.650498,2750.00,3,1,No,Western Sydney & Nepean Blue Mountains,Penrith,No,4735 6373,Lindsay,1053,3,No,13,Penrith (C),Nepean Blue Mountains,July,January,Macquarie Park,No,4735 5851,No,Blue Mountains,Qtr 3,Qtr 1,1,leonay-p.school@det.nsw.edu.au,Co-Ed,Primary School,Leonay Public School,Comprehensive,Kinder to Year 6,Not Selective,Buring Ave,236,Emu Plains,"",2017,1974
Metropolitan West,1,Major Cities of Australia,-33.736652,150.648818,2750.00,3,1,No,Western Sydney & Nepean Blue Mountains,Penrith,No,4735 6374,Lindsay,1015,2,No,6,Penrith (C),Nepean Blue Mountains,July,January,Macquarie Park,No,4735 1077,No,Blue Mountains,Qtr 3,Qtr 1,1,emuheights-p.school@det.nsw.edu.au,Co-Ed,Primary School,Emu Heights Public School,Comprehensive,Kinder to Year 6,Not Selective,Wedmore Rd,330,Emu Plains,"",2017,1972
Metropolitan West,1,Major Cities of Australia,-33.755617,150.657739,2750.00,3,1,No,Western Sydney & Nepean Blue Mountains,Penrith,No,4735 6376,Lindsay,1009,5,No,11,Penrith (C),Nepean Blue Mountains,July,September,Macquarie Park,No,4735 1233,No,Blue Mountains,Qtr 3,Qtr 3,1,emuplains-p.school@det.nsw.edu.au,Co-Ed,Primary School,Emu Plains Public School,Comprehensive,Kinder to Year 6,Not Selective,Emerald St,475,Emu Plains,"",2017,1877
Metropolitan West,1,Major Cities of Australia,-33.769287,150.711849,2747.00,3,1,No,Western Sydney & Nepean Blue Mountains,Penrith,No,4736 6001,Lindsay,952,12,No,25,Penrith (C),Nepean Blue Mountains,July,January,Macquarie Park,No,4736 2408,Yes,Penrith,Qtr 3,Qtr 1,1,kingswoods-p.school@det.nsw.edu.au,Co-Ed,Primary School,Kingswood South Public School,Comprehensive,Kinder to Year 6,Not Selective,Smith St,293,Kingswood,"",2017,1964
Metropolitan West,1,Major Cities of Australia,-33.770416,150.715263,2747.00,3,1,No,Western Sydney & Nepean Blue Mountains,Penrith,No,4736 6011,Lindsay,932,10,No,22,Penrith (C),Nepean Blue Mountains,July,January,Macquarie Park,No,4736 1201,No,Penrith,Qtr 3,Qtr 1,1,kingswood-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Kingswood High School,Comprehensive,Year 7 to Year 12,Not Selective,Bringelly Rd,709,Kingswood,"",2017,1969
Metropolitan West,1,Major Cities of Australia,-33.765884,150.726509,2747.00,3,1,No,Western Sydney & Nepean Blue Mountains,Penrith,No,4736 6012,Lindsay,1036,6,No,60,Penrith (C),Nepean Blue Mountains,July,September,Macquarie Park,Yes,4736 4028,No,Penrith,Qtr 3,Qtr 3,1,kingswood-p.school@det.nsw.edu.au,Co-Ed,Primary School,Kingswood Public School,Comprehensive,Kinder to Year 6,Not Selective,Second Ave,411,Kingswood,"",2017,1892
Metropolitan West,1,Major Cities of Australia,-33.772117,150.631327,2773.00,3,1,No,Western Sydney & Nepean Blue Mountains,Penrith,No,4739 2301,Macquarie,1126,np,No,7,Blue Mountains (C),Nepean Blue Mountains,July,January,Macquarie Park,No,4739 2208,No,Blue Mountains,Qtr 3,Qtr 1,1,lapstone-p.school@det.nsw.edu.au,Co-Ed,Primary School,Lapstone Public School,Comprehensive,Kinder to Year 6,Not Selective,Explorers Rd,254,Glenbrook,"",2017,1971
Metropolitan West,1,Major Cities of Australia,-33.765996,150.621286,2773.00,3,1,No,Western Sydney & Nepean Blue Mountains,Penrith,No,4739 8361,Macquarie,1088,np,No,11,Blue Mountains (C),Nepean Blue Mountains,July,April,Macquarie Park,Yes,4739 1288,No,Blue Mountains,Qtr 3,Qtr 2,1,glenbrook-p.school@det.nsw.edu.au,Co-Ed,Primary School,Glenbrook Public School,Comprehensive,Kinder to Year 6,Not Selective,Woodville St,268,Glenbrook,"",2017,1892
Metropolitan West,1,Major Cities of Australia,-33.810297,150.953964,2145.00,3,8,No,Western Sydney & Nepean Blue Mountains,Prospect,No,9896 3082,Parramatta,1005,3,No,69,Holroyd (C),Western Sydney,July,January,Macquarie Park,No,9631 8253,Yes,Holroyd,Qtr 3,Qtr 1,1,pendlehill-p.school@det.nsw.edu.au,Co-Ed,Primary School,Pendle Hill Public School,Comprehensive,Kinder to Year 6,Not Selective,27-29 Pendle Way,293,Wentworthville,"",2017,1955
Metropolitan West,1,Major Cities of Australia,-33.812495,150.940352,2145.00,3,1,No,Western Sydney & Nepean Blue Mountains,Prospect,No,9896 3087,McMahon,980,2,No,48,Holroyd (C),Western Sydney,July,January,Macquarie Park,No,9631 9144,No,Holroyd,Qtr 3,Qtr 1,1,greystanes-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Greystanes High School,Comprehensive,Year 7 to Year 12,Not Selective,Beresford Rd,968,Greystanes,"",2017,1963
Metropolitan West,1,Major Cities of Australia,-33.814864,150.942945,2145.00,3,1,No,Western Sydney & Nepean Blue Mountains,Prospect,No,9896 3172,McMahon,1013,2,No,55,Holroyd (C),Western Sydney,July,January,Macquarie Park,No,9896 2644,No,Holroyd,Qtr 3,Qtr 1,1,beresfdrd-p.school@det.nsw.edu.au,Co-Ed,Primary School,Beresford Road Public School,Comprehensive,Kinder to Year 6,Not Selective,Beresford Rd,590,Greystanes,"",2017,1969
Metropolitan West,1,Major Cities of Australia,-33.828043,150.941111,2145.00,3,1,No,Western Sydney & Nepean Blue Mountains,Prospect,No,9896 3194,McMahon,1087,1,No,65,Holroyd (C),Western Sydney,July,January,Macquarie Park,Yes,9631 4000,No,Holroyd,Qtr 3,Qtr 1,1,greystanes-p.school@det.nsw.edu.au,Co-Ed,Primary School,Greystanes Public School,Comprehensive,Kinder to Year 6,Not Selective,Merrylands Rd,730,Greystanes,"",2017,1902
Metropolitan West,1,Major Cities of Australia,-33.793967,150.934756,2146.00,3,1,No,Western Sydney & Nepean Blue Mountains,Prospect,No,9896 3201,Greenway,1047,2,No,58,Blacktown (C),Western Sydney,July,January,Macquarie Park,No,9636 1922,No,Nirimba,Qtr 3,Qtr 1,1,metellard-p.school@det.nsw.edu.au,Co-Ed,Primary School,Metella Road Public School,Comprehensive,Kinder to Year 6,Not Selective,Metella Rd,699,Toongabbie,"",2017,1972
Metropolitan West,1,Major Cities of Australia,-33.79989,150.944577,2145.00,3,1,No,Western Sydney & Nepean Blue Mountains,Prospect,No,9896 3274,Greenway,1183,0,No,93,Holroyd (C),Western Sydney,July,January,Macquarie Park,No,9636 7293,No,Parramatta,Qtr 3,Qtr 1,1,girraween-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Girraween High School,Comprehensive,Year 7 to Year 12,Fully Selective,110 Gilba Rd,760.3,Girraween,"",2017,1976
Metropolitan West,1,Major Cities of Australia,-33.799711,150.950356,2145.00,3,3,No,Western Sydney & Nepean Blue Mountains,Prospect,No,9896 3392,Greenway,1098,1,No,94,Holroyd (C),Western Sydney,July,January,Macquarie Park,No,9631 3650,No,Parramatta,Qtr 3,Qtr 1,1,girraween-p.school@det.nsw.edu.au,Co-Ed,Primary School,Girraween Public School,Comprehensive,Kinder to Year 6,Not Selective,Bando Rd,1044,Girraween,"",2017,1919
Metropolitan West,1,Major Cities of Australia,-33.736255,150.926227,2768.00,3,29,No,Western Sydney & Nepean Blue Mountains,Riverstone,No,8814 5918,Greenway,1087,1,No,61,Blacktown (C),Western Sydney,July,January,Macquarie Park,No,8814 5916,No,The Hills,Qtr 3,Qtr 1,1,caddiescrk-p.school@det.nsw.edu.au,Co-Ed,Primary School,Caddies Creek Public School,Comprehensive,Kinder to Year 6,Not Selective,Currawong St & Glenwood Park Dr,1039,Glenwood,"",2017,2003
Metropolitan West,1,Major Cities of Australia,-33.708897,150.910328,2769.00,3,29,No,Western Sydney & Nepean Blue Mountains,Riverstone,No,8882 9479,Greenway,1087,1,No,54,Blacktown (C),Western Sydney,July,January,Macquarie Park,No,8882 9480,No,The Hills,Qtr 3,Qtr 1,1,Johnpalmer-p.school@det.nsw.edu.au,Co-Ed,Primary School,John Palmer Public School,Comprehensive,Kinder to Year 6,Not Selective,The Ponds Boulevard,845,The Ponds,"",2017,2008
Metropolitan West,1,Major Cities of Australia,-33.705413,150.924005,2155.00,3,27,No,Western Sydney & Nepean Blue Mountains,Riverstone,No,8883 0482,Greenway,1085,1,No,53,Blacktown (C),Western Sydney,July,January,Macquarie Park,No,8883 0480,No,The Hills,Qtr 3,Qtr 1,1,kellyridge-p.school@det.nsw.edu.au,Co-Ed,Primary School,Kellyville Ridge Public School,Comprehensive,Kinder to Year 6,Not Selective,Cnr Singleton Ave Greenwich St,833,Kellyville Ridge,"",2017,2004
Metropolitan West,1,Major Cities of Australia,-33.724004,150.875297,2763.00,3,27,No,Western Sydney & Nepean Blue Mountains,Riverstone,No,9208 7199,Chifley,,4,No,31,Blacktown (C),Western Sydney,July,January,Macquarie Park,No,9208 7100,No,Nirimba,Qtr 3,Qtr 1,1,wyndhamcol-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Wyndham College,Senior College,Year 11 to Year 12,Not Selective,Nirimba Precinct Eastern Rd,667.8,Quakers Hill,"",2017,1999
